,rank,lemma,Spanish,lemma (disambiguated),show
2459,2192.0,limpiar,limpia,limpiar,*limpia* (limpiar)
2460,2193.0,haber,habéis,,*habéis* (haber)
2461,2194.0,flota,flota,flota,flota
2462,2194.0,flotar,flota,flotar,*flota* (flotar)
2463,2195.0,leyenda,leyenda,,leyenda
2464,2196.0,encontrar,encuentre,,*encuentre* (encontrar)
2465,2197.0,ir,fué,ir,*fué* (ir)
2466,2197.0,ser,fué,ser,*fué* (ser)
2467,2198.0,romper,romper,,romper
2468,2199.0,morir,muriendo,,*muriendo* (morir)
2469,2200.0,encontrar,encontrarlo,,*encontrarlo* (encontrar)
2470,2201.0,rescate,rescate,rescate,rescate
2471,2201.0,rescatar,rescate,rescatar,*rescate* (rescatar)
2472,2202.0,quedar,quedado,,*quedado* (quedar)
2473,2203.0,enfrente,enfrente,,enfrente
2474,2204.0,comienzo,comienzo,comienzo,comienzo
2475,2204.0,comenzar,comienzo,comenzar,*comienzo* (comenzar)
2476,2205.0,árbol,árboles,,*árboles* (árbol)
2477,2206.0,queso,queso,,queso
2478,2207.0,favorito,favorito,,favorito
2479,2208.0,haber,haberme,,*haberme* (haber)
2480,2209.0,frontera,frontera,,frontera
2481,2210.0,creer,creemos,,*creemos* (creer)
2482,2211.0,colega,colega,,colega
2483,2212.0,jueves,jueves,,jueves
2484,2213.0,alemán,alemanes,,*alemanes* (alemán)
2485,2214.0,sábado,sábado,,sábado
2486,2215.0,limpiar,limpiar,,limpiar
2487,2216.0,puto,puto,,puto
2488,2217.0,poco,poquito,,*poquito* (poco)
2489,2218.0,ciento,cientos,,*cientos* (ciento)
2490,2219.0,morir,muero,,*muero* (morir)
2491,2220.0,Irak,irak,,*irak* (Irak)
2492,2221.0,inteligencia,inteligencia,,inteligencia
2493,2222.0,funcionar,funcionar,,funcionar
2494,2223.0,felicitación,felicitaciones,,*felicitaciones* (felicitación)
2495,2224.0,escapar,escapó,,*escapó* (escapar)
2496,2225.0,criatura,criatura,,criatura
2497,2226.0,milagro,milagro,,milagro
2498,2227.0,deprisa,deprisa,,deprisa
2499,2228.0,especial,especiales,,*especiales* (especial)
2500,2229.0,campamento,campamento,,campamento
2501,2230.0,responder,responde,,*responde* (responder)
2502,2231.0,escuchar,escuchaste,,*escuchaste* (escuchar)
2503,2232.0,deber,debiste,,*debiste* (deber)
2504,2233.0,adiós,adios,,*adios* (adiós)
2505,2234.0,vivir,viven,,*viven* (vivir)
2506,2235.0,recoger,recoger,,recoger
2507,2236.0,preguntar,preguntarte,,*preguntarte* (preguntar)
2508,2237.0,compra,compras,compra,*compras* (compra)
2509,2237.0,comprar,compras,comprar,*compras* (comprar)
2510,2238.0,cansado,cansada,cansado,*cansada* (cansado)
2511,2238.0,cansar,cansada,cansar,*cansada* (cansar)
2512,2239.0,elegir,elegir,,elegir
2513,2240.0,cáncer,cáncer,,cáncer
2514,2241.0,servir,servir,,servir
2515,2242.0,pata,pata,,pata
2516,2243.0,huir,huir,,huir
2517,2244.0,útil,útil,,útil
2518,2245.0,grado,grados,,*grados* (grado)
2519,2246.0,atacar,atacar,,atacar
2520,2247.0,recién,recién,,recién
2521,2248.0,querer,querría,,*querría* (querer)
2522,2249.0,guapo,guapo,,guapo
2523,2250.0,alcance,alcance,alcance,alcance
2524,2250.0,alcanzar,alcance,alcanzar,*alcance* (alcanzar)
2525,2251.0,dejar,dejame,,*dejame* (dejar)
2526,2252.0,quedar,quedamos,,*quedamos* (quedar)
2527,2253.0,llegar,llegará,,*llegará* (llegar)
2528,2254.0,ser,seremos,,*seremos* (ser)
2529,2255.0,desierto,desierto,,desierto
2530,2256.0,licencia,licencia,,licencia
2531,2257.0,tratar,trató,,*trató* (tratar)
2532,2258.0,proceso,proceso,proceso,proceso
2533,2258.0,procesar,proceso,procesar,*proceso* (procesar)
2534,2259.0,llevar,llevado,,*llevado* (llevar)
2535,2260.0,dormir,durmiendo,,*durmiendo* (dormir)
2536,2261.0,tensión,tensión,,tensión
2537,2262.0,martes,martes,,martes
2538,2263.0,kilómetro,kilómetros,,*kilómetros* (kilómetro)
2539,2264.0,cartera,cartera,,cartera
2540,2265.0,tráfico,tráfico,,tráfico
2541,2266.0,guardar,guarda,,*guarda* (guardar)
2542,2267.0,impresionante,impresionante,,impresionante
2543,2268.0,víctima,víctimas,,*víctimas* (víctima)
2544,2269.0,rico,ricos,,*ricos* (rico)
2545,2270.0,primero,primeros,,*primeros* (primero)
2546,2271.0,dejar,dejamos,,*dejamos* (dejar)
2547,2272.0,tomar,tomen,,*tomen* (tomar)
2548,2273.0,igual,iguales,,*iguales* (igual)
2549,2274.0,domingo,domingo,,domingo
2550,2275.0,crear,crear,,crear
2551,2276.0,quedar,quedará,,*quedará* (quedar)
2552,2277.0,pérdida,pérdida,,pérdida
2553,2278.0,extra,extra,,extra
2554,2279.0,ser,fuese,ser,*fuese* (ser)
2555,2279.0,ir,fuese,ir,*fuese* (ir)
2556,2280.0,confiar,confío,,*confío* (confiar)
2557,2281.0,saber,sabido,,*sabido* (saber)
2558,2282.0,análisis,análisis,,análisis
2559,2283.0,llegar,llegaste,,*llegaste* (llegar)
2560,2284.0,frío,fría,frío,*fría* (frío)
2561,2284.0,freír,fría,freír,*fría* (freír)
2562,2285.0,violencia,violencia,,violencia
2563,2286.0,matar,mate,matar,*mate* (matar)
2564,2286.0,mate,mate,mate,mate
2565,2287.0,lobo,lobo,,lobo
2566,2288.0,discurso,discurso,,discurso
2567,2289.0,actor,actor,,actor
2568,2290.0,orgullo,orgullo,,orgullo
2569,2291.0,odiar,odia,,*odia* (odiar)
2570,2292.0,libra,libras,libra,*libras* (libra)
2571,2292.0,librar,libras,librar,*libras* (librar)
2572,2293.0,allí,alli,,*alli* (allí)
2573,2294.0,agencia,agencia,,agencia
2574,2295.0,volver,vuelvan,,*vuelvan* (volver)
2575,2296.0,necesidad,necesidad,,necesidad
2576,2297.0,nave,naves,,*naves* (nave)
2577,2298.0,descubrir,descubrir,,descubrir
2578,2299.0,tira,tira,tira,tira
2579,2299.0,tirar,tira,tirar,*tira* (tirar)
2580,2300.0,resolver,resolver,,resolver
2581,2301.0,poner,pondré,,*pondré* (poner)
2582,2302.0,volar,volando,,*volando* (volar)
2583,2303.0,pensar,pensamos,,*pensamos* (pensar)
2584,2304.0,mío,míos,,*míos* (mío)
2585,2305.0,error,errores,,*errores* (error)
2586,2306.0,celular,celular,,celular
2587,2307.0,cuanto,cuantas,,*cuantas* (cuanto)
2588,2308.0,ver,verlos,,*verlos* (ver)
2589,2309.0,ayudar,ayudarle,,*ayudarle* (ayudar)
2590,2310.0,meter,meter,,meter
2591,2311.0,hablar,hablaré,,*hablaré* (hablar)
2592,2312.0,esto,ésto,,*ésto* (esto)
2593,2313.0,buscar,buscas,,*buscas* (buscar)
2594,2314.0,equivocado,equivocada,equivocado,*equivocada* (equivocado)
2595,2314.0,equivocar,equivocada,equivocar,*equivocada* (equivocar)
2596,2315.0,dejar,dejan,,*dejan* (dejar)
2597,2316.0,vacío,vacío,,vacío
2598,2317.0,trabajar,trabajaba,,*trabajaba* (trabajar)
2599,2318.0,salón,salón,,salón
2600,2319.0,motor,motor,,motor
2601,2320.0,conducir,conducir,,conducir
2602,2321.0,comprar,compré,,*compré* (comprar)
2603,2322.0,quizás,quizas,,*quizas* (quizás)
2604,2323.0,dar,den,,*den* (dar)
2605,2324.0,cerrado,cerrada,cerrado,*cerrada* (cerrado)
2606,2324.0,cerrar,cerrada,cerrar,*cerrada* (cerrar)
2607,2325.0,cortar,cortar,,cortar
2608,2326.0,crear,crea,,*crea* (crear)
2609,2327.0,ser,sera,,*sera* (ser)
2610,2328.0,mover,mueva,,*mueva* (mover)
2611,2329.0,hacer,hazme,,*hazme* (hacer)
2612,2330.0,bravo,bravo,,bravo
2613,2331.0,preguntar,pregunté,,*pregunté* (preguntar)
2614,2332.0,promesa,promesa,,promesa
2615,2333.0,espejo,espejo,,espejo
2616,2334.0,decir,dígale,,*dígale* (decir)
2617,2335.0,sentar,sienta,sentar,*sienta* (sentar)
2618,2335.0,sentir,sienta,sentir,*sienta* (sentir)
2619,2336.0,médico,médicos,,*médicos* (médico)
2620,2337.0,cero,cero,,cero
2621,2338.0,escribir,escribió,,*escribió* (escribir)
2622,2339.0,volver,volveremos,,*volveremos* (volver)
2623,2340.0,unidad,unidades,,*unidades* (unidad)
2624,2341.0,cheque,cheque,,cheque
2625,2342.0,conseguir,consigue,,*consigue* (conseguir)
2626,2343.0,antiguo,antiguo,,antiguo
2627,2344.0,regla,regla,,regla
2628,2345.0,pesadilla,pesadilla,,pesadilla
2629,2346.0,enviar,enviar,,enviar
2630,2347.0,poder,podías,,*podías* (poder)
2631,2348.0,llevar,llevarte,,*llevarte* (llevar)
2632,2349.0,entrenador,entrenador,,entrenador
2633,2350.0,cuidar,cuida,,*cuida* (cuidar)
2634,2351.0,paciencia,paciencia,,paciencia
2635,2352.0,decir,dilo,,*dilo* (decir)
2636,2353.0,levantar,levanta,,*levanta* (levantar)
2637,2354.0,complicado,complicado,complicado,complicado
2638,2354.0,complicar,complicado,complicar,*complicado* (complicar)
2639,2355.0,superior,superior,,superior
2640,2356.0,sugerir,sugiero,,*sugiero* (sugerir)
2641,2357.0,familia,familias,,*familias* (familia)
2642,2358.0,decir,dirá,,*dirá* (decir)
2643,2359.0,pensar,pienses,,*pienses* (pensar)
2644,2360.0,temporada,temporada,,temporada
2645,2361.0,suelto,suelta,suelto,*suelta* (suelto)
2646,2361.0,soltar,suelta,soltar,*suelta* (soltar)
2647,2362.0,correr,corran,,*corran* (correr)
2648,2363.0,propio,propios,,*propios* (propio)
2649,2364.0,feo,feo,,feo
2650,2365.0,dispuesto,dispuesto,dispuesto,dispuesto
2651,2365.0,disponer,dispuesto,disponer,*dispuesto* (disponer)
2652,2366.0,ayudar,ayúdenme,,*ayúdenme* (ayudar)
2653,2367.0,teoría,teoría,,teoría
2654,2368.0,salvaje,salvaje,,salvaje
2655,2369.0,negativo,negativo,,negativo
2656,2370.0,ir,íbamos,,*íbamos* (ir)
2657,2371.0,haber,hubieran,,*hubieran* (haber)
2658,2372.0,tripulación,tripulación,,tripulación
2659,2373.0,taza,taza,,taza
2660,2374.0,perdido,perdida,perdido,*perdida* (perdido)
2661,2374.0,perder,perdida,perder,*perdida* (perder)
2662,2375.0,venir,vinieron,,*vinieron* (venir)
2663,2376.0,poner,ponen,,*ponen* (poner)
2664,2377.0,pasar,pasamos,,*pasamos* (pasar)
2665,2378.0,parecido,parecido,parecido,parecido
2666,2378.0,parecer,parecido,parecer,*parecido* (parecer)
2667,2379.0,aceptar,acepto,,*acepto* (aceptar)
2668,2380.0,gay,gay,,gay
2669,2381.0,señora,señoras,,*señoras* (señora)
2670,2382.0,quedar,quedaré,,*quedaré* (quedar)
2671,2383.0,parada,parada,parada,parada
2672,2383.0,parar,parada,parar,*parada* (parar)
2673,2384.0,niña,niñas,,*niñas* (niña)
2674,2385.0,conseguir,conseguí,,*conseguí* (conseguir)
2675,2386.0,acabar,acabamos,,*acabamos* (acabar)
2676,2387.0,normalmente,normalmente,,normalmente
2677,2388.0,muchísimo,muchísimo,muchísimo,muchísimo
2678,2388.0,mucho,muchísimo,mucho,*muchísimo* (mucho)
2679,2389.0,bruja,bruja,,bruja
2680,2390.0,vega,vegas,,*vegas* (vega)
2681,2391.0,tener,tuvieron,,*tuvieron* (tener)
2682,2392.0,traer,traigo,,*traigo* (traer)
2683,2393.0,matar,matará,,*matará* (matar)
2684,2394.0,funeral,funeral,,funeral
2685,2395.0,conseguir,conseguiste,,*conseguiste* (conseguir)
2686,2396.0,teatro,teatro,,teatro
2687,2397.0,medianoche,medianoche,,medianoche
2688,2398.0,biblioteca,biblioteca,,biblioteca
2689,2399.0,estar,estemos,,*estemos* (estar)
2690,2400.0,túnel,túnel,,túnel
2691,2401.0,encargo,encargo,encargo,encargo
2692,2401.0,encargar,encargo,encargar,*encargo* (encargar)
2693,2402.0,aparecer,aparece,,*aparece* (aparecer)
2694,2403.0,testigo,testigos,,*testigos* (testigo)
2695,2404.0,pensar,pensó,,*pensó* (pensar)
2696,2405.0,ser,fueran,ser,*fueran* (ser)
2697,2405.0,ir,fueran,ir,*fueran* (ir)
2698,2406.0,fantasma,fantasmas,,*fantasmas* (fantasma)
2699,2407.0,correo,correo,,correo
2700,2408.0,vuestro,vuestro,,vuestro
2701,2409.0,piscina,piscina,,piscina
2702,2410.0,paquete,paquete,,paquete
2703,2411.0,copia,copia,copia,copia
2704,2411.0,copiar,copia,copiar,*copia* (copiar)
2705,2412.0,suicidio,suicidio,,suicidio
2706,2413.0,crédito,crédito,,crédito
2707,2414.0,conseguir,consigo,,*consigo* (conseguir)
2708,2415.0,vuestro,vuestra,,*vuestra* (vuestro)
2709,2416.0,raro,rara,,*rara* (raro)
2710,2417.0,legal,legal,,legal
2711,2418.0,hablar,hablaremos,,*hablaremos* (hablar)
2712,2419.0,cambiar,cambió,,*cambió* (cambiar)
2713,2420.0,solo,solas,,*solas* (solo)
2714,2421.0,salir,salimos,,*salimos* (salir)
2715,2422.0,ganador,ganador,,ganador
2716,2423.0,estudiante,estudiantes,,*estudiantes* (estudiante)
2717,2424.0,despierto,despierto,despierto,despierto
2718,2424.0,despertar,despierto,despertar,*despierto* (despertar)
2719,2425.0,parar,pare,,*pare* (parar)
2720,2426.0,invitado,invitado,invitado,invitado
2721,2426.0,invitar,invitado,invitar,*invitado* (invitar)
2722,2427.0,guía,guía,,guía
2723,2428.0,oso,oso,oso,oso
2724,2428.0,osar,oso,osar,*oso* (osar)
2725,2429.0,leer,leí,,*leí* (leer)
2726,2430.0,explosión,explosión,,explosión
2727,2431.0,dejar,dejarme,,*dejarme* (dejar)
2728,2432.0,chino,chino,,chino
2729,2433.0,sorprender,sorprende,,*sorprende* (sorprender)
2730,2434.0,sistema,sistemas,,*sistemas* (sistema)
2731,2435.0,nación,nación,,nación
2732,2436.0,entender,entienden,,*entienden* (entender)
2733,2437.0,arena,arena,,arena
2734,2438.0,mentiroso,mentiroso,,mentiroso
2735,2439.0,hablar,hablaba,,*hablaba* (hablar)
2736,2440.0,ver,veas,,*veas* (ver)
2737,2441.0,puro,pura,,*pura* (puro)
2738,2442.0,asesinado,asesinado,asesinado,asesinado
2739,2442.0,asesinar,asesinado,asesinar,*asesinado* (asesinar)
2740,2443.0,mentir,mintiendo,,*mintiendo* (mentir)
2741,2444.0,caso,casos,,*casos* (caso)
2742,2445.0,vehículo,vehículo,,vehículo
2743,2446.0,rata,rata,,rata
2744,2447.0,importancia,importancia,,importancia
2745,2448.0,distinto,distinto,,distinto
2746,2449.0,pintura,pintura,,pintura
2747,2450.0,intentar,intenté,,*intenté* (intentar)
2748,2451.0,conciencia,conciencia,,conciencia
2749,2452.0,mirar,miras,,*miras* (mirar)
2750,2453.0,máquina,máquinas,,*máquinas* (máquina)
2751,2454.0,traer,traeré,,*traeré* (traer)
2752,2455.0,revisar,revisar,,revisar
2753,2456.0,veinte,veinte,,veinte
2754,2457.0,ser,seres,,*seres* (ser)
2755,2458.0,hablar,hablarle,,*hablarle* (hablar)
2756,2459.0,disco,disco,disco,disco
2757,2459.0,discar,disco,discar,*disco* (discar)
2758,2460.0,transporte,transporte,transporte,transporte
2759,2460.0,transportar,transporte,transportar,*transporte* (transportar)
2760,2461.0,mina,mina,,mina
2761,2462.0,labio,labios,,*labios* (labio)
2762,2463.0,señoría,señoría,,señoría
2763,2464.0,llamar,llamamos,,*llamamos* (llamar)
2764,2465.0,doce,doce,,doce
2765,2466.0,cuidar,cuídate,,*cuídate* (cuidar)
2766,2467.0,pasillo,pasillo,,pasillo
2767,2468.0,tele,tele,tele,tele
2768,2468.0,televisión,tele,televisión,*tele* (televisión)
2769,2469.0,poder,podria,,*podria* (poder)
2770,2470.0,completo,completa,completo,*completa* (completo)
2771,2470.0,completar,completa,completar,*completa* (completar)
2772,2471.0,rápido,rápida,,*rápida* (rápido)
2773,2472.0,precisamente,precisamente,,precisamente
2774,2473.0,llamar,llamaste,,*llamaste* (llamar)
2775,2474.0,cumplir,cumplir,,cumplir
2776,2475.0,servicio,servicios,,*servicios* (servicio)
2777,2476.0,señal,señales,,*señales* (señal)
2778,2477.0,acabar,acaban,,*acaban* (acabar)
2779,2478.0,soltar,suéltame,,*suéltame* (soltar)
2780,2479.0,hablar,hablarte,,*hablarte* (hablar)
2781,2480.0,tratar,traté,,*traté* (tratar)
2782,2481.0,pescado,pescado,pescado,pescado
2783,2481.0,pescar,pescado,pescar,*pescado* (pescar)
2784,2482.0,hueso,huesos,,*huesos* (hueso)
2785,2483.0,dar,daría,,*daría* (dar)
2786,2484.0,compra,compra,compra,compra
2787,2484.0,comprar,compra,comprar,*compra* (comprar)
2788,2485.0,traer,trajiste,,*trajiste* (traer)
2789,2486.0,templo,templo,,templo
2790,2487.0,placa,placa,,placa
2791,2488.0,posibilidad,posibilidades,,*posibilidades* (posibilidad)
2792,2489.0,ira,ira,,ira
2793,2490.0,venir,vengas,,*vengas* (venir)
2794,2491.0,seguir,siguiendo,,*siguiendo* (seguir)
2795,2492.0,poder,podrán,,*podrán* (poder)
2796,2493.0,llamar,llamarme,,*llamarme* (llamar)
2797,2494.0,cierto,cierta,,*cierta* (cierto)
2798,2495.0,permitir,permitir,,permitir
2799,2496.0,condición,condiciones,,*condiciones* (condición)
2800,2497.0,atrapar,atrapar,,atrapar
2801,2498.0,temperatura,temperatura,,temperatura
2802,2499.0,explicación,explicación,,explicación
2803,2500.0,enviado,enviado,enviado,enviado
2804,2500.0,enviar,enviado,enviar,*enviado* (enviar)
2805,2501.0,contado,contado,contado,contado
2806,2501.0,contar,contado,contar,*contado* (contar)
2807,2502.0,asistente,asistente,,asistente
2808,2503.0,imperio,imperio,,imperio
2809,2504.0,pedir,pidiendo,,*pidiendo* (pedir)
2810,2505.0,nota,notas,nota,*notas* (nota)
2811,2505.0,notar,notas,notar,*notas* (notar)
2812,2506.0,curioso,curioso,,curioso
2813,2507.0,operación,operaciones,,*operaciones* (operación)
2814,2508.0,mantener,mantén,,*mantén* (mantener)
2815,2509.0,tierra,tierras,,*tierras* (tierra)
2816,2510.0,creer,creas,,*creas* (creer)
2817,2511.0,pez,pez,,pez
2818,2512.0,morir,morirá,,*morirá* (morir)
2819,2513.0,visión,visión,,visión
2820,2514.0,montaña,montañas,,*montañas* (montaña)
2821,2515.0,comido,comido,comido,comido
2822,2515.0,comer,comido,comer,*comido* (comer)
2823,2516.0,construir,construir,,construir
2824,2517.0,comunidad,comunidad,,comunidad
2825,2518.0,ver,verán,,*verán* (ver)
2826,2519.0,perder,pierde,,*pierde* (perder)
2827,2520.0,pensar,piense,,*piense* (pensar)
2828,2521.0,felicidad,felicidad,,felicidad
2829,2522.0,diversión,diversión,,diversión
2830,2523.0,salvar,salvó,,*salvó* (salvar)
2831,2524.0,quitar,quita,,*quita* (quitar)
2832,2525.0,museo,museo,,museo
2833,2526.0,disparar,disparó,,*disparó* (disparar)
2834,2527.0,desear,desearía,,*desearía* (desear)
2835,2528.0,misterio,misterio,,misterio
2836,2529.0,buscar,buscamos,,*buscamos* (buscar)
2837,2530.0,aviso,aviso,aviso,aviso
2838,2530.0,avisar,aviso,avisar,*aviso* (avisar)
2839,2531.0,almirante,almirante,,almirante
2840,2532.0,solución,solución,,solución
2841,2533.0,pequeño,pequeñas,,*pequeñas* (pequeño)
2842,2534.0,faltar,faltan,,*faltan* (faltar)
2843,2535.0,existir,existen,,*existen* (existir)
2844,2536.0,combustible,combustible,,combustible
2845,2537.0,leer,leído,,*leído* (leer)
2846,2538.0,tirar,tirar,,tirar
2847,2539.0,responder,responder,,responder
2848,2540.0,esfuerzo,esfuerzo,esfuerzo,esfuerzo
2849,2540.0,esforzar,esfuerzo,esforzar,*esfuerzo* (esforzar)
2850,2541.0,volver,vuelves,,*vuelves* (volver)
2851,2542.0,pájaro,pájaro,,pájaro
2852,2543.0,hermana,hermanas,,*hermanas* (hermana)
2853,2544.0,guerrero,guerrero,,guerrero
2854,2545.0,esposas,esposas,esposas,esposas
2855,2545.0,esposa,esposas,esposa,*esposas* (esposa)
2856,2546.0,coma,coma,coma,coma
2857,2546.0,comer,coma,comer,*coma* (comer)
2858,2547.0,abrir,abra,abrir,*abra* (abrir)
2859,2547.0,abra,abra,abra,abra
2860,2548.0,traer,traes,,*traes* (traer)
2861,2549.0,sentir,sientas,sentir,*sientas* (sentir)
2862,2549.0,sentar,sientas,sentar,*sientas* (sentar)
2863,2550.0,olvidar,olvide,,*olvide* (olvidar)
2864,2551.0,bolsillo,bolsillo,,bolsillo
2865,2552.0,herida,heridas,herida,*heridas* (herida)
2866,2552.0,herir,heridas,herir,*heridas* (herir)
2867,2553.0,saco,saco,saco,saco
2868,2553.0,sacar,saco,sacar,*saco* (sacar)
2869,2554.0,gasolina,gasolina,,gasolina
2870,2555.0,conexión,conexión,,conexión
2871,2556.0,correcto,correcta,,*correcta* (correcto)
2872,2557.0,pedazo,pedazos,,*pedazos* (pedazo)
2873,2558.0,línea,líneas,,*líneas* (línea)
2874,2559.0,estar,estarías,,*estarías* (estar)
2875,2560.0,convertir,convierte,,*convierte* (convertir)
2876,2561.0,ayudar,ayudará,,*ayudará* (ayudar)
2877,2562.0,rumbo,rumbo,,rumbo
2878,2563.0,romper,rompió,,*rompió* (romper)
2879,2564.0,morir,muera,,*muera* (morir)
2880,2565.0,mío,mia,mío,*mia* (mío)
2881,2565.0,Mia,mia,Mia,*mia* (Mia)
2882,2566.0,material,material,,material
2883,2567.0,diamante,diamantes,,*diamantes* (diamante)
2884,2568.0,rápidamente,rápidamente,,rápidamente
2885,2569.0,mirar,mírate,,*mírate* (mirar)
2886,2570.0,fecha,fecha,,fecha
2887,2571.0,escritorio,escritorio,,escritorio
2888,2572.0,decir,digan,,*digan* (decir)
2889,2573.0,registro,registro,registro,registro
2890,2573.0,registrar,registro,registrar,*registro* (registrar)
2891,2574.0,matar,maten,,*maten* (matar)
2892,2575.0,incendio,incendio,,incendio
2893,2576.0,dar,deme,,*deme* (dar)
2894,2577.0,ser,sois,,*sois* (ser)
2895,2578.0,pensamiento,pensamientos,,*pensamientos* (pensamiento)
2896,2579.0,decir,dímelo,,*dímelo* (decir)
2897,2580.0,comer,comiendo,,*comiendo* (comer)
2898,2581.0,aparte,aparte,,aparte
2899,2582.0,asesinato,asesinatos,,*asesinatos* (asesinato)
2900,2583.0,lección,lección,,lección
2901,2584.0,algún,algun,,*algun* (algún)
2902,2585.0,abrigo,abrigo,,abrigo
2903,2586.0,tratamiento,tratamiento,,tratamiento
2904,2587.0,julio,julio,,julio
2905,2588.0,pene,pene,,pene
2906,2589.0,conejo,conejo,,conejo
2907,2590.0,suceder,suceder,,suceder
2908,2591.0,ruta,ruta,,ruta
2909,2592.0,ciego,ciego,,ciego
2910,2593.0,asqueroso,asqueroso,,asqueroso
2911,2594.0,súper,súper,,súper
2912,2595.0,prisionero,prisionero,,prisionero
2913,2596.0,odiar,odie,,*odie* (odiar)
2914,2597.0,ocupado,ocupada,ocupado,*ocupada* (ocupado)
2915,2597.0,ocupar,ocupada,ocupar,*ocupada* (ocupar)
2916,2598.0,llevar,llevarlo,,*llevarlo* (llevar)
2917,2599.0,empezar,empezamos,,*empezamos* (empezar)
2918,2600.0,estar,estuvimos,,*estuvimos* (estar)
2919,2601.0,decir,decírselo,,*decírselo* (decir)
2920,2602.0,honesto,honesto,,honesto
2921,2603.0,entrevista,entrevista,,entrevista
2922,2604.0,antiguo,antigua,,*antigua* (antiguo)
2923,2605.0,amante,amante,,amante
2924,2606.0,humo,humo,,humo
2925,2607.0,gustar,gustas,,*gustas* (gustar)
2926,2608.0,condado,condado,,condado
2927,2609.0,conseguido,conseguido,conseguido,conseguido
